week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,genre,cast,creative_team,first_preview,opening_date,closing_date,run_number,is_revival,tony_nominations,tony_wins,has_pulitzer,has_drama_desk_win,awards_detail
2006-06-11,2.0,18115169.0,Shining City,Biltmore Theatre,283815,412794,57.07,80,4973,650,0.9563,8,0,,,,,,,1,0,,,,,
2006-06-18,3.0,19513802.0,Shining City,Biltmore Theatre,287129,412794,56.99,80,5038,650,0.9688,8,0,,,,,,,1,0,,,,,
2006-06-25,4.0,18641038.0,Shining City,Biltmore Theatre,291454,412794,57.4,80,5078,650,0.9765,8,0,,,,,,,1,0,,,,,
2006-07-02,5.0,17554081.0,Shining City,Biltmore Theatre,274982,412794,56.79,80,4842,650,0.9312,8,0,,,,,,,1,0,,,,,
2006-07-09,6.0,16161862.0,Shining City,Biltmore Theatre,250918,412794,54.51,80,4603,650,0.8852,8,0,,,,,,,1,0,,,,,
2006-07-16,7.0,17015901.0,Shining City,Biltmore Theatre,301046,412794,60.15,80,5005,650,0.9625,8,0,,,,,,,1,0,,,,,
1989-02-12,37.0,4248830.0,Shirley Valentine,Booth Theatre,18136,,18.68,,971,777,0.3124,0,4,,,,,,,1,0,,,,,
1989-02-19,38.0,4950658.0,Shirley Valentine,Booth Theatre,46165,,20.79,,2221,777,0.3573,4,4,,,,,,,1,0,,,,,
1989-02-26,39.0,4680848.0,Shirley Valentine,Booth Theatre,72965,,26.42,,2762,777,0.4443,8,0,,,,,,,1,0,,,,,
1989-03-05,40.0,4572111.0,Shirley Valentine,Booth Theatre,94229,,25.28,,3728,777,0.5997,8,0,,,,,,,1,0,,,,,
1989-03-12,41.0,4839669.0,Shirley Valentine,Booth Theatre,108610,,24.33,,4464,777,0.7181,8,0,,,,,,,1,0,,,,,
1989-03-19,42.0,4600347.0,Shirley Valentine,Booth Theatre,113866,,25.77,,4418,777,0.7107,8,0,,,,,,,1,0,,,,,
1989-03-26,43.0,5503497.0,Shirley Valentine,Booth Theatre,119837,,25.2,,4756,777,0.7651,8,0,,,,,,,1,0,,,,,
1989-04-02,44.0,5334220.0,Shirley Valentine,Booth Theatre,114650,,25.09,,4569,777,0.735,8,0,,,,,,,1,0,,,,,
1989-04-09,45.0,5284342.0,Shirley Valentine,Booth Theatre,114650,,25.09,,4569,777,0.735,8,0,,,,,,,1,0,,,,,
1989-04-16,46.0,4762903.0,Shirley Valentine,Booth Theatre,109282,,25.91,,4218,777,0.6786,8,0,,,,,,,1,0,,,,,
1989-04-23,47.0,4899496.0,Shirley Valentine,Booth Theatre,114711,,24.02,,4775,777,0.7682,8,0,,,,,,,1,0,,,,,
1989-04-30,48.0,4856468.0,Shirley Valentine,Booth Theatre,107843,,22.6,,4771,777,0.7675,8,0,,,,,,,1,0,,,,,
1989-05-07,49.0,5136244.0,Shirley Valentine,Booth Theatre,108707,,23.38,,4650,777,0.7481,8,0,,,,,,,1,0,,,,,
1989-05-14,50.0,4822353.0,Shirley Valentine,Booth Theatre,113934,,22.75,,5007,777,0.8055,8,0,,,,,,,1,0,,,,,
1989-05-21,51.0,5072697.0,Shirley Valentine,Booth Theatre,134103,,23.5,,5707,777,0.9181,8,0,,,,,,,1,0,,,,,
1989-05-28,52.0,4916012.0,Shirley Valentine,Booth Theatre,116546,,22.28,,5231,777,0.8415,8,0,,,,,,,1,0,,,,,
1989-06-04,1.0,4210982.0,Shirley Valentine,Booth Theatre,94918,,22.02,,4311,777,0.6935,8,0,,,,,,,1,0,,,,,
1989-06-11,2.0,4707853.0,Shirley Valentine,Booth Theatre,116980,,23.38,,5003,777,0.8049,8,0,,,,,,,1,0,,,,,
1989-06-18,3.0,4921525.0,Shirley Valentine,Booth Theatre,141686,,24.14,,5870,777,0.9443,8,0,,,,,,,1,0,,,,,
1989-06-25,4.0,4849297.0,Shirley Valentine,Booth Theatre,166140,,26.47,,6276,777,1.0097,8,0,,,,,,,1,0,,,,,
1989-07-02,5.0,4635963.0,Shirley Valentine,Booth Theatre,187429,,29.44,,6367,777,1.0243,8,0,,,,,,,1,0,,,,,
1989-07-09,6.0,3793064.0,Shirley Valentine,Booth Theatre,49508,,23.17,,2137,777,0.3438,8,0,,,,,,,1,0,,,,,
1989-07-16,7.0,4182058.0,Shirley Valentine,Booth Theatre,58138,,23.02,,2525,777,0.4062,8,0,,,,,,,1,0,,,,,
1989-07-23,8.0,4241400.0,Shirley Valentine,Booth Theatre,83292,,22.12,,3765,777,0.6057,8,0,,,,,,,1,0,,,,,
1989-07-30,9.0,4291088.0,Shirley Valentine,Booth Theatre,76313,,20.95,,3642,777,0.5859,8,0,,,,,,,1,0,,,,,
1989-08-06,10.0,4396469.0,Shirley Valentine,Booth Theatre,78044,,21.08,,3702,777,0.5956,8,0,,,,,,,1,0,,,,,
1989-08-13,11.0,4709532.0,Shirley Valentine,Booth Theatre,83195,,19.92,,4176,777,0.6718,8,0,,,,,,,1,0,,,,,
1989-08-20,12.0,4877393.0,Shirley Valentine,Booth Theatre,85683,,19.82,,4323,777,0.6955,8,0,,,,,,,1,0,,,,,
1989-08-27,13.0,4533449.0,Shirley Valentine,Booth Theatre,72179,,19.5,,3701,777,0.5954,8,0,,,,,,,1,0,,,,,
1989-09-03,14.0,4532124.0,Shirley Valentine,Booth Theatre,80357,,20.73,,3876,777,0.6236,8,0,,,,,,,1,0,,,,,
1989-09-10,15.0,3454404.0,Shirley Valentine,Booth Theatre,73372,,19.04,,3853,777,0.6199,8,0,,,,,,,1,0,,,,,
1989-09-17,16.0,3971055.0,Shirley Valentine,Booth Theatre,94635,,20.91,,4525,777,0.728,8,0,,,,,,,1,0,,,,,
1989-09-24,17.0,3974908.0,Shirley Valentine,Booth Theatre,89690,,22.94,,3909,777,0.6289,8,0,,,,,,,1,0,,,,,
1989-10-01,18.0,3868356.0,Shirley Valentine,Booth Theatre,78612,,21.14,,3719,777,0.5983,8,0,,,,,,,1,0,,,,,
1989-10-08,19.0,4101151.0,Shirley Valentine,Booth Theatre,83213,,21.88,,3804,777,0.612,8,0,,,,,,,1,0,,,,,
1989-10-15,20.0,4320520.0,Shirley Valentine,Booth Theatre,90204,,21.06,,4284,777,0.6892,8,0,,,,,,,1,0,,,,,
1989-10-22,21.0,5165736.0,Shirley Valentine,Booth Theatre,84371,,21.32,,3957,777,0.6366,8,0,,,,,,,1,0,,,,,
1989-10-29,22.0,5433531.0,Shirley Valentine,Booth Theatre,74425,,21.65,,3437,777,0.5529,8,0,,,,,,,1,0,,,,,
1989-11-05,23.0,5196181.0,Shirley Valentine,Booth Theatre,62856,,22.31,,2817,777,0.4532,8,0,,,,,,,1,0,,,,,
1989-11-12,24.0,5555982.0,Shirley Valentine,Booth Theatre,69522,,20.33,,3419,777,0.55,8,0,,,,,,,1,0,,,,,
1989-11-19,25.0,5602443.0,Shirley Valentine,Booth Theatre,68904,,19.24,,3581,777,0.5761,8,0,,,,,,,1,0,,,,,
1989-11-26,26.0,6386683.0,Shirley Valentine,Booth Theatre,66666,,22.26,,2995,777,0.4818,8,0,,,,,,,1,0,,,,,
1990-11-04,22.0,5149724.0,"Shogun, the Musical",Marquis Theatre,185067,,28.63,,6465,1592,0.8122,0,5,,,,,,,1,0,,,,,
1990-11-11,23.0,5952579.0,"Shogun, the Musical",Marquis Theatre,309014,,27.42,,11271,1592,0.885,0,8,,,,,,,1,0,,,,,
1990-11-18,24.0,5688433.0,"Shogun, the Musical",Marquis Theatre,218672,,31.72,,6893,1592,0.866,0,5,,,,,,,1,0,,,,,
1990-11-25,25.0,6581462.0,"Shogun, the Musical",Marquis Theatre,297717,,32.42,,9184,1592,0.7211,8,0,,,,,,,1,0,,,,,
1990-12-02,26.0,6094482.0,"Shogun, the Musical",Marquis Theatre,317579,,37.38,,8495,1592,0.667,8,0,,,,,,,1,0,,,,,
1990-12-09,27.0,6569128.0,"Shogun, the Musical",Marquis Theatre,342739,,39.2,,8744,1592,0.6866,8,0,,,,,,,1,0,,,,,
1990-12-16,28.0,5840236.0,"Shogun, the Musical",Marquis Theatre,235431,,34.96,,6734,1592,0.5287,8,0,,,,,,,1,0,,,,,
1990-12-23,29.0,5453697.0,"Shogun, the Musical",Marquis Theatre,165832,,31.87,,5204,1592,0.4086,8,0,,,,,,,1,0,,,,,
1990-12-30,30.0,7104052.0,"Shogun, the Musical",Marquis Theatre,323967,,35.05,,9242,1592,0.7257,8,0,,,,,,,1,0,,,,,
1991-01-06,31.0,6130790.0,"Shogun, the Musical",Marquis Theatre,175236,,33.4,,5246,1592,0.4119,8,0,,,,,,,1,0,,,,,
1991-01-13,32.0,4912174.0,"Shogun, the Musical",Marquis Theatre,162174,,30.06,,5395,1592,0.4236,8,0,,,,,,,1,0,,,,,
1991-01-20,33.0,4936298.0,"Shogun, the Musical",Marquis Theatre,180000,,30.96,,5814,1592,0.4565,8,0,,,,,,,1,0,,,,,
1994-09-25,17.0,6906431.0,Show Boat,Gershwin Theatre,462220,,53.87,,8580,1918,0.8947,0,5,,,,,,,1,0,,,,,
1994-10-02,18.0,6837483.0,Show Boat,Gershwin Theatre,618920,,42.96,,14408,1918,0.939,1,7,,,,,,,1,0,,,,,
1994-10-09,19.0,7612149.0,Show Boat,Gershwin Theatre,842636,,57.37,,14689,1918,0.9573,8,0,,,,,,,1,0,,,,,
1994-10-16,20.0,7506358.0,Show Boat,Gershwin Theatre,908553,,60.25,,15079,1918,0.9827,8,0,,,,,,,1,0,,,,,
1994-10-23,21.0,7520621.0,Show Boat,Gershwin Theatre,914673,,59.8,,15296,1918,0.9969,8,0,,,,,,,1,0,,,,,
1994-10-30,22.0,7062874.0,Show Boat,Gershwin Theatre,921160,,60.04,,15343,1918,0.9999,8,0,,,,,,,1,0,,,,,
1994-11-06,23.0,7718102.0,Show Boat,Gershwin Theatre,900007,,59.54,,15117,1918,0.9852,8,0,,,,,,,1,0,,,,,
1994-11-13,24.0,8278054.0,Show Boat,Gershwin Theatre,923908,,61.43,,15039,1918,0.9801,8,0,,,,,,,1,0,,,,,
1994-11-20,25.0,7837219.0,Show Boat,Gershwin Theatre,924317,,60.99,,15154,1918,0.9876,8,0,,,,,,,1,0,,,,,
1994-11-27,26.0,9522801.0,Show Boat,Gershwin Theatre,969783,,63.2,,15344,1918,1,8,0,,,,,,,1,0,,,,,
1994-12-04,27.0,8547482.0,Show Boat,Gershwin Theatre,933366,,60.83,,15344,1918,1,8,0,,,,,,,1,0,,,,,
1994-12-11,28.0,9017015.0,Show Boat,Gershwin Theatre,941369,,61.35,,15344,1918,1,8,0,,,,,,,1,0,,,,,
1994-12-18,29.0,8289863.0,Show Boat,Gershwin Theatre,942129,,61.68,,15275,1918,0.9955,8,0,,,,,,,1,0,,,,,
1994-12-25,30.0,8003891.0,Show Boat,Gershwin Theatre,946144,,64.22,,14733,1918,0.9602,8,0,,,,,,,1,0,,,,,
1995-01-01,31.0,11646664.0,Show Boat,Gershwin Theatre,1021211,,66.55,,15344,1918,1,8,0,,,,,,,1,0,,,,,
1995-01-08,32.0,8556274.0,Show Boat,Gershwin Theatre,900038,,62.61,,14375,1918,0.9368,8,0,,,,,,,1,0,,,,,
1995-01-15,33.0,7331976.0,Show Boat,Gershwin Theatre,900149,,61.84,,14556,1918,0.9486,8,0,,,,,,,1,0,,,,,
1995-01-22,34.0,6519901.0,Show Boat,Gershwin Theatre,855121,,59.3,,14420,1918,0.9398,8,0,,,,,,,1,0,,,,,
1995-01-29,35.0,6521051.0,Show Boat,Gershwin Theatre,848081,,59.91,,14157,1918,0.9226,8,0,,,,,,,1,0,,,,,
1995-02-05,36.0,5843103.0,Show Boat,Gershwin Theatre,800193,,60.26,,13279,1918,0.8654,8,0,,,,,,,1,0,,,,,
1995-02-12,37.0,6190979.0,Show Boat,Gershwin Theatre,758329,,57.64,,13157,1918,0.8575,8,0,,,,,,,1,0,,,,,
1995-02-19,38.0,7220519.0,Show Boat,Gershwin Theatre,841911,,57.77,,14573,1918,0.9498,8,0,,,,,,,1,0,,,,,
1995-02-26,39.0,7373867.0,Show Boat,Gershwin Theatre,873122,,57.51,,15182,1918,0.9894,8,0,,,,,,,1,0,,,,,
1995-03-05,40.0,7077393.0,Show Boat,Gershwin Theatre,796472,,58.35,,13650,1918,0.8896,8,0,,,,,,,1,0,,,,,
1995-03-12,41.0,7499790.0,Show Boat,Gershwin Theatre,804972,,57.47,,14007,1918,0.9129,8,0,,,,,,,1,0,,,,,
1995-03-19,42.0,8197186.0,Show Boat,Gershwin Theatre,846722,,60.17,,14073,1918,0.9172,8,0,,,,,,,1,0,,,,,
1995-03-26,43.0,8387955.0,Show Boat,Gershwin Theatre,832693,,59.37,,14026,1918,0.9141,8,0,,,,,,,1,0,,,,,
1995-04-02,44.0,7995184.0,Show Boat,Gershwin Theatre,841368,,59.84,,14061,1918,0.9164,8,0,,,,,,,1,0,,,,,
1995-04-09,45.0,8319168.0,Show Boat,Gershwin Theatre,832961,,58.94,,14133,1918,0.9211,8,0,,,,,,,1,0,,,,,
1995-04-16,46.0,9108792.0,Show Boat,Gershwin Theatre,901095,,61.8,,14581,1918,0.9503,8,0,,,,,,,1,0,,,,,
1995-04-23,47.0,10410923.0,Show Boat,Gershwin Theatre,929967,,61.29,,15174,1918,0.9889,8,0,,,,,,,1,0,,,,,
1995-04-30,48.0,9150034.0,Show Boat,Gershwin Theatre,848034,,58.74,,14437,1918,0.9409,8,0,,,,,,,1,0,,,,,
1995-05-07,49.0,8869353.0,Show Boat,Gershwin Theatre,848683,,58.22,,14578,1918,0.9501,8,0,,,,,,,1,0,,,,,
1995-05-14,50.0,8546416.0,Show Boat,Gershwin Theatre,837428,,59.26,,14131,1918,0.9209,8,0,,,,,,,1,0,,,,,
1995-05-21,51.0,9432531.0,Show Boat,Gershwin Theatre,893924,,59.48,,15028,1918,0.9794,8,0,,,,,,,1,0,,,,,
1995-05-28,52.0,9332596.0,Show Boat,Gershwin Theatre,906860,,60.43,,15007,1918,0.978,8,0,,,,,,,1,0,,,,,
1995-06-04,1.0,8393795.0,Show Boat,Gershwin Theatre,841201,,60.56,75,13890,1918,0.9052,8,0,,,,,,,1,0,,,,,
1995-06-11,2.0,9014415.0,Show Boat,Gershwin Theatre,914980,,61.64,75,14843,1918,0.9673,8,0,,,,,,,1,0,,,,,
1995-06-18,3.0,9077149.0,Show Boat,Gershwin Theatre,945355,,62.32,75,15169,1918,0.9886,8,0,,,,,,,1,0,,,,,
1995-06-25,4.0,9175181.0,Show Boat,Gershwin Theatre,942277,,62.43,75,15094,1918,0.9837,8,0,,,,,,,1,0,,,,,
1995-07-02,5.0,8776991.0,Show Boat,Gershwin Theatre,897318,,62.51,75,14355,1918,0.9355,8,0,,,,,,,1,0,,,,,
1995-07-09,6.0,7767386.0,Show Boat,Gershwin Theatre,784546,,58.69,75,13368,1918,0.8712,8,0,,,,,,,1,0,,,,,
1995-07-16,7.0,8201464.0,Show Boat,Gershwin Theatre,822836,,60.74,75,13547,1918,0.8829,8,0,,,,,,,1,0,,,,,
1995-07-23,8.0,8183313.0,Show Boat,Gershwin Theatre,834240,,60.96,75,13684,1918,0.8918,8,0,,,,,,,1,0,,,,,
1995-07-30,9.0,7711313.0,Show Boat,Gershwin Theatre,816331,,59.97,75,13612,1918,0.8871,8,0,,,,,,,1,0,,,,,
1995-08-06,10.0,7539803.0,Show Boat,Gershwin Theatre,747484,,58.55,75,12766,1918,0.832,8,0,,,,,,,1,0,,,,,
1995-08-13,11.0,7903965.0,Show Boat,Gershwin Theatre,845042,,58.92,75,14341,1918,0.9346,8,0,,,,,,,1,0,,,,,
1995-08-20,12.0,7672107.0,Show Boat,Gershwin Theatre,801410,,58.53,75,13692,1918,0.8923,8,0,,,,,,,1,0,,,,,
1995-08-27,13.0,7294028.0,Show Boat,Gershwin Theatre,774039,,58.16,75,13309,1918,0.8674,8,0,,,,,,,1,0,,,,,
1995-09-03,14.0,6906418.0,Show Boat,Gershwin Theatre,777155,,57.09,75,13614,1918,0.8873,8,0,,,,,,,1,0,,,,,
1995-09-10,15.0,6357016.0,Show Boat,Gershwin Theatre,751635,,57.8,75,13005,1918,0.8476,8,0,,,,,,,1,0,,,,,
1995-09-17,16.0,6974942.0,Show Boat,Gershwin Theatre,796676,,59,75,13502,1918,0.88,8,0,,,,,,,1,0,,,,,
1995-09-24,17.0,6980482.0,Show Boat,Gershwin Theatre,854007,,59.14,75,14441,1918,0.9411,8,0,,,,,,,1,0,,,,,
1995-10-01,18.0,6829582.0,Show Boat,Gershwin Theatre,837503,,58.79,75,14245,1918,0.9284,8,0,,,,,,,1,0,,,,,
1995-10-08,19.0,8022467.0,Show Boat,Gershwin Theatre,821028,,58.23,75,14100,1918,0.9189,8,0,,,,,,,1,0,,,,,
1995-10-15,20.0,9236134.0,Show Boat,Gershwin Theatre,857449,,59.39,75,14438,1918,0.941,8,0,,,,,,,1,0,,,,,
1995-10-22,21.0,9201749.0,Show Boat,Gershwin Theatre,856441,,59.49,75,14397,1918,0.9383,8,0,,,,,,,1,0,,,,,
1995-10-29,22.0,9326705.0,Show Boat,Gershwin Theatre,858485,,59.83,75,14349,1918,0.9352,8,0,,,,,,,1,0,,,,,
1995-11-05,23.0,9518059.0,Show Boat,Gershwin Theatre,771528,,57.65,75,13382,1918,0.8721,8,0,,,,,,,1,0,,,,,
1995-11-12,24.0,9476147.0,Show Boat,Gershwin Theatre,771823,,57.8,75,13354,1918,0.8703,8,0,,,,,,,1,0,,,,,
1995-11-19,25.0,9357234.0,Show Boat,Gershwin Theatre,785770,,58.05,75,13535,1918,0.8821,8,0,,,,,,,1,0,,,,,
1995-11-26,26.0,10797411.0,Show Boat,Gershwin Theatre,887399,,63.35,75,14008,1918,0.9129,8,0,,,,,,,1,0,,,,,
1995-12-03,27.0,9435025.0,Show Boat,Gershwin Theatre,808431,,61.28,75,13193,1918,0.8598,8,0,,,,,,,1,0,,,,,
1995-12-10,28.0,9836105.0,Show Boat,Gershwin Theatre,875810,,61.82,75,14168,1918,0.9234,8,0,,,,,,,1,0,,,,,
1995-12-17,29.0,9169616.0,Show Boat,Gershwin Theatre,777566,,61.14,75,12718,1918,0.8289,8,0,,,,,,,1,0,,,,,
1995-12-24,30.0,8453471.0,Show Boat,Gershwin Theatre,646934,,56.59,75,11432,1918,0.745,8,0,,,,,,,1,0,,,,,
1995-12-31,31.0,12907168.0,Show Boat,Gershwin Theatre,1152413,,66.82,75,17246,1918,0.9991,9,0,,,,,,,1,0,,,,,
1996-01-07,32.0,7959911.0,Show Boat,Gershwin Theatre,630140,,57.33,75,10991,1918,0.7163,8,0,,,,,,,1,0,,,,,
1996-01-14,33.0,6251714.0,Show Boat,Gershwin Theatre,572198,,52.4,75,10920,1918,0.7117,8,0,,,,,,,1,0,,,,,
1996-01-21,34.0,6173326.0,Show Boat,Gershwin Theatre,611765,,52.1,75,11742,1918,0.7653,8,0,,,,,,,1,0,,,,,
1996-01-28,35.0,6373704.0,Show Boat,Gershwin Theatre,563646,,51.61,75,10922,1918,0.7118,8,0,,,,,,,1,0,,,,,
1996-02-04,36.0,5244009.0,Show Boat,Gershwin Theatre,531526,,50.88,75,10446,1918,0.6808,8,0,,,,,,,1,0,,,,,
1996-02-11,37.0,5643825.0,Show Boat,Gershwin Theatre,558151,,50.57,75,11038,1918,0.7194,8,0,,,,,,,1,0,,,,,
1996-02-18,38.0,6780978.0,Show Boat,Gershwin Theatre,666438,,48.52,75,13735,1918,0.8951,8,0,,,,,,,1,0,,,,,
1996-02-25,39.0,7189552.0,Show Boat,Gershwin Theatre,655177,,49.32,75,13283,1918,0.8657,8,0,,,,,,,1,0,,,,,
1996-03-03,40.0,6118361.0,Show Boat,Gershwin Theatre,550862,,46.07,75,11958,1918,0.7793,8,0,,,,,,,1,0,,,,,
1996-03-10,41.0,6216621.0,Show Boat,Gershwin Theatre,621576,,46.95,75,13238,1918,0.8627,8,0,,,,,,,1,0,,,,,
1996-03-17,42.0,6816345.0,Show Boat,Gershwin Theatre,670944,,50.19,75,13369,1918,0.8713,8,0,,,,,,,1,0,,,,,
1996-03-24,43.0,8514358.0,Show Boat,Gershwin Theatre,670856,,52.97,75,12665,1918,0.8254,8,0,,,,,,,1,0,,,,,
1996-03-31,44.0,8724309.0,Show Boat,Gershwin Theatre,645549,,55.16,75,11703,1918,0.7627,8,0,,,,,,,1,0,,,,,
1996-04-07,45.0,8998582.0,Show Boat,Gershwin Theatre,668817,,54.49,75,12273,1918,0.7999,8,0,,,,,,,1,0,,,,,
1996-04-14,46.0,10418413.0,Show Boat,Gershwin Theatre,768663,,54.15,75,14195,1918,0.9251,8,0,,,,,,,1,0,,,,,
1996-04-21,47.0,10130202.0,Show Boat,Gershwin Theatre,728985,,53.01,75,13753,1918,0.8963,8,0,,,,,,,1,0,,,,,
1996-04-28,48.0,10621434.0,Show Boat,Gershwin Theatre,726319,,52.86,75,13741,1918,0.8955,8,0,,,,,,,1,0,,,,,
1996-05-05,49.0,10266092.0,Show Boat,Gershwin Theatre,663325,,52.25,75,12696,1918,0.8274,8,0,,,,,,,1,0,,,,,
1996-05-12,50.0,10331272.0,Show Boat,Gershwin Theatre,652234,,51.86,75,12578,1918,0.8197,8,0,,,,,,,1,0,,,,,
1996-05-19,51.0,10838449.0,Show Boat,Gershwin Theatre,738077,,52.11,75,14164,1918,0.9231,8,0,,,,,,,1,0,,,,,
1996-05-26,52.0,10416214.0,Show Boat,Gershwin Theatre,649395,,51.6,75,12585,1918,0.8202,8,0,,,,,,,1,0,,,,,
1996-06-02,1.0,9393492.0,Show Boat,Gershwin Theatre,586793,,51.46,75,11404,1918,0.7432,8,0,,,,,,,1,0,,,,,
1996-06-09,2.0,9862643.0,Show Boat,Gershwin Theatre,491854,,51.22,75,9602,1918,0.6258,8,0,,,,,,,1,0,,,,,
1996-06-16,3.0,9685382.0,Show Boat,Gershwin Theatre,512355,,49.8,75,10289,1918,0.6706,8,0,,,,,,,1,0,,,,,
1996-06-23,4.0,10344592.0,Show Boat,Gershwin Theatre,578297,,49.66,75,11646,1918,0.759,8,0,,,,,,,1,0,,,,,
1996-06-30,5.0,10272354.0,Show Boat,Gershwin Theatre,582763,,51.5,75,11316,1918,0.7375,8,0,,,,,,,1,0,,,,,
1996-07-07,6.0,8795182.0,Show Boat,Gershwin Theatre,507517,,49.7,75,10211,1918,0.6655,8,0,,,,,,,1,0,,,,,
1996-07-14,7.0,9386621.0,Show Boat,Gershwin Theatre,643065,,49.48,75,12997,1918,0.847,8,0,,,,,,,1,0,,,,,
1996-07-21,8.0,8998132.0,Show Boat,Gershwin Theatre,618203,,47.92,75,12902,1918,0.8408,8,0,,,,,,,1,0,,,,,
1996-07-28,9.0,8966558.0,Show Boat,Gershwin Theatre,564310,,47.58,75,11861,1918,0.773,8,0,,,,,,,1,0,,,,,
1996-08-04,10.0,8935045.0,Show Boat,Gershwin Theatre,572706,,47.06,75,12169,1918,0.7931,8,0,,,,,,,1,0,,,,,
1996-08-11,11.0,9351453.0,Show Boat,Gershwin Theatre,601713,,47.61,75,12638,1918,0.8236,8,0,,,,,,,1,0,,,,,
1996-08-18,12.0,9418668.0,Show Boat,Gershwin Theatre,617704,,46.84,75,13188,1918,0.8595,8,0,,,,,,,1,0,,,,,
1996-08-25,13.0,9086353.0,Show Boat,Gershwin Theatre,577626,,46.6,75,12395,1918,0.8078,8,0,,,,,,,1,0,,,,,
1996-09-01,14.0,9089776.0,Show Boat,Gershwin Theatre,586679,,46.44,75,12633,1918,0.8233,8,0,,,,,,,1,0,,,,,
1996-09-08,15.0,7188246.0,Show Boat,Gershwin Theatre,426339,,47.8,75,8919,1918,0.5813,8,0,,,,,,,1,0,,,,,
1996-09-15,16.0,7889390.0,Show Boat,Gershwin Theatre,523309,,48.25,75,10846,1918,0.7069,8,0,,,,,,,1,0,,,,,
1996-09-22,17.0,8421178.0,Show Boat,Gershwin Theatre,525326,,48.73,75,10780,1918,0.7026,8,0,,,,,,,1,0,,,,,
1996-09-29,18.0,8572013.0,Show Boat,Gershwin Theatre,545998,,50.28,75,10859,1918,0.7077,8,0,,,,,,,1,0,,,,,
1996-10-06,19.0,8814278.0,Show Boat,Gershwin Theatre,585181,,50.98,75,11479,1918,0.7481,8,0,,,,,,,1,0,,,,,
1996-10-13,20.0,9351932.0,Show Boat,Gershwin Theatre,608203,,51.23,75,11871,1918,0.7737,8,0,,,,,,,1,0,,,,,
1996-10-20,21.0,9093031.0,Show Boat,Gershwin Theatre,651639,,51.01,75,12775,1918,0.8326,8,0,,,,,,,1,0,,,,,
1996-10-27,22.0,8862532.0,Show Boat,Gershwin Theatre,571045,,50.86,75,11227,1918,0.7317,8,0,,,,,,,1,0,,,,,
1996-11-03,23.0,8466039.0,Show Boat,Gershwin Theatre,482578,,48.67,75,9916,1918,0.6462,8,0,,,,,,,1,0,,,,,
1996-11-10,24.0,8948701.0,Show Boat,Gershwin Theatre,552832,,46.83,75,11804,1918,0.7693,8,0,,,,,,,1,0,,,,,
1996-11-17,25.0,9083458.0,Show Boat,Gershwin Theatre,561787,,46.94,75,11968,1918,0.78,8,0,,,,,,,1,0,,,,,
1996-11-24,26.0,8796924.0,Show Boat,Gershwin Theatre,498279,,48.06,75,10368,1918,0.6757,8,0,,,,,,,1,0,,,,,
1996-12-01,27.0,12073107.0,Show Boat,Gershwin Theatre,678859,,55.95,75,12134,1918,0.7908,8,0,,,,,,,1,0,,,,,
1996-12-08,28.0,11254054.0,Show Boat,Gershwin Theatre,685570,,55.14,75,12434,1918,0.8103,8,0,,,,,,,1,0,,,,,
1996-12-15,29.0,11183748.0,Show Boat,Gershwin Theatre,632119,,55.17,75,11457,1918,0.7467,8,0,,,,,,,1,0,,,,,
1996-12-22,30.0,10260827.0,Show Boat,Gershwin Theatre,497169,,52.38,75,9492,1918,0.6186,8,0,,,,,,,1,0,,,,,
1996-12-29,31.0,13926935.0,Show Boat,Gershwin Theatre,912276,,59.38,75,15363,1918,0.89,9,0,,,,,,,1,0,,,,,
1997-01-05,32.0,11150392.0,Show Boat,Gershwin Theatre,723344,,56.8,75,12735,1918,0.83,8,0,,,,,,,1,0,,,,,
2008-11-09,24.0,17125792.0,Shrek the Musical,Broadway Theatre,169720,172554,104,300,1632,1739,0.9385,0,1,,,,,,,1,0,,,,,
2008-11-16,25.0,16629335.0,Shrek the Musical,Broadway Theatre,549006,1130624,78.28,300,7013,1739,0.5761,0,7,,,,,,,1,0,,,,,
2008-11-23,26.0,16602724.0,Shrek the Musical,Broadway Theatre,504872,1130624,76.93,300,6563,1739,0.5391,0,7,,,,,,,1,0,,,,,
2008-11-30,27.0,22329016.0,Shrek the Musical,Broadway Theatre,1052975,1302744,90.19,300,11675,1739,0.8392,0,8,,,,,,,1,0,,,,,
2008-12-07,28.0,20328651.0,Shrek the Musical,Broadway Theatre,701322,1149177,79.53,300,8818,1735,0.7261,0,7,,,,,,,1,0,,,,,
2008-12-14,29.0,19744753.0,Shrek the Musical,Broadway Theatre,543355,1302744,74.71,300,7273,1735,0.524,1,7,,,,,,,1,0,,,,,
2008-12-21,30.0,19700245.0,Shrek the Musical,Broadway Theatre,845606,1302744,86.25,300,9804,1735,0.7063,8,0,,,,,,,1,0,,,,,
2008-12-28,31.0,25307612.0,Shrek the Musical,Broadway Theatre,1260282,1321297,91.74,300,13737,1735,0.9897,8,0,,,,,,,1,0,,,,,
2009-01-04,32.0,25690836.0,Shrek the Musical,Broadway Theatre,1268342,1301080,92.12,300,13769,1735,0.992,8,0,,,,,,,1,0,,,,,
2009-01-11,33.0,15896576.0,Shrek the Musical,Broadway Theatre,849652,1301080,75.95,300,11187,1735,0.806,8,0,,,,,,,1,0,,,,,
